Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties
Multithreaded comparative RNA secondary structure prediction using stochastic context-free grammars.,/pubmed/21501497,"Sükösd Z, Knudsen B, Vaerum M, Kjems J, Andersen ES.",BMC Bioinformatics. 2011 Apr 18;12:103. doi: 10.1186/1471-2105-12-103.,BMC Bioinformatics.  2011,PubMed,citation,PMID:21501497 | PMCID:PMC3102635,pubmed,21501497,create date:2011/04/20 | first author:Sükösd Z
[Establishment of protein expression profile of laser capture microdissection-purified nasopharyngeal carcinoma tissue].,/pubmed/19587428,"Peng F, Tang C, Li M, Li C, Chen A, Li F, Zhang P, Li M, Xiao Z, Chen Z.",Zhong Nan Da Xue Xue Bao Yi Xue Ban. 2009 Jun;34(6):481-6. Chinese. ,Zhong Nan Da Xue Xue Bao Yi Xue Ban.  2009,PubMed,citation,PMID:19587428,pubmed,19587428,create date:2009/07/10 | first author:Peng F
A new computational tool for establishing model parameter identifiability.,/pubmed/19522669,"August E, Papachristodoulou A.",J Comput Biol. 2009 Jun;16(6):875-85. doi: 10.1089/cmb.2008.0211.,J Comput Biol.  2009,PubMed,citation,PMID:19522669,pubmed,19522669,create date:2009/06/16 | first author:August E
Comparison of computational methods for the identification of cell cycle-regulated genes.,/pubmed/15513999,"de Lichtenberg U, Jensen LJ, Fausbøll A, Jensen TS, Bork P, Brunak S.",Bioinformatics. 2005 Apr 1;21(7):1164-71. Epub 2004 Oct 28. Erratum in: Bioinformatics. 2005 Jul 1;21(13):3063. ,Bioinformatics.  2005,PubMed,citation,PMID:15513999,pubmed,15513999,create date:2004/10/30 | first author:de Lichtenberg U
Modeling side-chains using molecular dynamics improve recognition of binding region in CAPRI targets.,/pubmed/15981253,Camacho CJ.,Proteins. 2005 Aug 1;60(2):245-51.,Proteins.  2005,PubMed,citation,PMID:15981253,pubmed,15981253,create date:2005/06/28 | first author:Camacho CJ
Metagenomics: read length matters.,/pubmed/18192407,"Wommack KE, Bhavsar J, Ravel J.",Appl Environ Microbiol. 2008 Mar;74(5):1453-63. doi: 10.1128/AEM.02181-07. Epub 2008 Jan 11.,Appl Environ Microbiol.  2008,PubMed,citation,PMID:18192407 | PMCID:PMC2258652,pubmed,18192407,create date:2008/01/15 | first author:Wommack KE
Curbing false discovery rates in interpretation of genome-wide expression profiles.,/pubmed/24060601,"Ycart B, Pont F, Fournié JJ.",J Biomed Inform. 2014 Feb;47:58-61. doi: 10.1016/j.jbi.2013.09.004. Epub 2013 Sep 21.,J Biomed Inform.  2014,PubMed,citation,PMID:24060601,pubmed,24060601,create date:2013/09/26 | first author:Ycart B
"Proceedings of the Eighteenth International Conference on Genome Informatics. December 3-5, 2007. Biopolis, Singapore.",/pubmed/18618927,[No authors listed],"Genome Inform. 2007;19:ix, 3-197. No abstract available. ",Genome Inform.  2007,PubMed,citation,PMID:18618927,pubmed,18618927,create date:2008/07/12
The Bio-Community Perl toolkit for microbial ecology.,/pubmed/24618462,"Angly FE, Fields CJ, Tyson GW.",Bioinformatics. 2014 Jul 1;30(13):1926-7. doi: 10.1093/bioinformatics/btu130. Epub 2014 Mar 10.,Bioinformatics.  2014,PubMed,citation,PMID:24618462 | PMCID:PMC4071200,pubmed,24618462,create date:2014/03/13 | first author:Angly FE
Function2Gene: a gene selection tool to increase the power of genetic association studies by utilizing public databases and expert knowledge.,/pubmed/18631403,"Armstrong DL, Jacob CO, Zidovetzki R.",BMC Bioinformatics. 2008 Jul 17;9:311. doi: 10.1186/1471-2105-9-311.,BMC Bioinformatics.  2008,PubMed,citation,PMID:18631403 | PMCID:PMC2500032,pubmed,18631403,create date:2008/07/18 | first author:Armstrong DL
TARGETgene: a tool for identification of potential therapeutic targets in cancer.,/pubmed/22952662,"Wu CC, D'Argenio D, Asgharzadeh S, Triche T.",PLoS One. 2012;7(8):e43305. doi: 10.1371/journal.pone.0043305. Epub 2012 Aug 31.,PLoS One.  2012,PubMed,citation,PMID:22952662 | PMCID:PMC3432038,pubmed,22952662,create date:2012/09/07 | first author:Wu CC
TEQC: an R package for quality control in target capture experiments.,/pubmed/21398674,"Hummel M, Bonnin S, Lowy E, Roma G.",Bioinformatics. 2011 May 1;27(9):1316-7. doi: 10.1093/bioinformatics/btr122. Epub 2011 Mar 12.,Bioinformatics.  2011,PubMed,citation,PMID:21398674,pubmed,21398674,create date:2011/03/15 | first author:Hummel M
Large-scale benchmark of Endeavour using MetaCore maps.,/pubmed/20538729,"Schuierer S, Tranchevent LC, Dengler U, Moreau Y.",Bioinformatics. 2010 Aug 1;26(15):1922-3. doi: 10.1093/bioinformatics/btq307. Epub 2010 Jun 10.,Bioinformatics.  2010,PubMed,citation,PMID:20538729,pubmed,20538729,create date:2010/06/12 | first author:Schuierer S
Inferring subnetworks from perturbed expression profiles.,/pubmed/11473012,"Pe'er D, Regev A, Elidan G, Friedman N.",Bioinformatics. 2001;17 Suppl 1:S215-24.,Bioinformatics.  2001,PubMed,citation,PMID:11473012,pubmed,11473012,create date:2001/07/27 | first author:Pe'er D
RNAmmer: consistent and rapid annotation of ribosomal RNA genes.,/pubmed/17452365,"Lagesen K, Hallin P, Rødland EA, Staerfeldt HH, Rognes T, Ussery DW.",Nucleic Acids Res. 2007;35(9):3100-8. Epub 2007 Apr 22.,Nucleic Acids Res.  2007,PubMed,citation,PMID:17452365 | PMCID:PMC1888812,pubmed,17452365,create date:2007/04/25 | first author:Lagesen K
22nd annual ACM symposium on applied computing.,/pubmed/19432372,Palakal M.,Int J Data Min Bioinform. 2009;3(1):1-2. No abstract available. ,Int J Data Min Bioinform.  2009,PubMed,citation,PMID:19432372,pubmed,19432372,create date:2009/05/13 | first author:Palakal M
Prediction of promiscuous epitopes in the e6 protein of three high risk human papilloma viruses: a computational approach.,/pubmed/23991971,"Subramanian N, Chinnappan S.",Asian Pac J Cancer Prev. 2013;14(7):4167-75.,Asian Pac J Cancer Prev.  2013,PubMed,citation,PMID:23991971,pubmed,23991971,create date:2013/09/03 | first author:Subramanian N
Bioinformatic approach to identify chaperone pathway relationship from large-scale interaction networks.,/pubmed/21898237,"Gong Y, Zhang Z, Houry WA.",Methods Mol Biol. 2011;787:189-203. doi: 10.1007/978-1-61779-295-3_15.,Methods Mol Biol.  2011,PubMed,citation,PMID:21898237,pubmed,21898237,create date:2011/09/08 | first author:Gong Y
Tablet--next generation sequence assembly visualization.,/pubmed/19965881,"Milne I, Bayer M, Cardle L, Shaw P, Stephen G, Wright F, Marshall D.",Bioinformatics. 2010 Feb 1;26(3):401-2. doi: 10.1093/bioinformatics/btp666. Epub 2009 Dec 4.,Bioinformatics.  2010,PubMed,citation,PMID:19965881 | PMCID:PMC2815658,pubmed,19965881,create date:2009/12/08 | first author:Milne I
EASY--an Expert Analysis SYstem for interpreting database search outputs.,/pubmed/11222269,"Selley JN, Swift J, Attwood TK.",Bioinformatics. 2001 Jan;17(1):105-6.,Bioinformatics.  2001,PubMed,citation,PMID:11222269,pubmed,11222269,create date:2001/02/27 | first author:Selley JN
Correction: genetic algorithm learning as a robust approach to RNA editing site site prediction.,/pubmed/16956416,"Thompson J, Gopal S.",BMC Bioinformatics. 2006 Sep 6;7:406.,BMC Bioinformatics.  2006,PubMed,citation,PMID:16956416 | PMCID:PMC1569880,pubmed,16956416,create date:2006/09/08 | first author:Thompson J
"Cyberinfrastructure: empowering a ""third way"" in biomedical research.",/pubmed/15879210,Buetow KH.,Science. 2005 May 6;308(5723):821-4.,Science.  2005,PubMed,citation,PMID:15879210,pubmed,15879210,create date:2005/05/10 | first author:Buetow KH
Prediction and visualization of structural switches in RNA.,/pubmed/10380191,"Giegerich R, Haase D, Rehmsmeier M.",Pac Symp Biocomput. 1999:126-37.,Pac Symp Biocomput.  1999,PubMed,citation,PMID:10380191,pubmed,10380191,create date:1999/06/25 | first author:Giegerich R
Genomics made easier: an introductory tutorial to genome datamining.,/pubmed/19041391,Schattner P.,Genomics. 2009 Mar;93(3):187-95. doi: 10.1016/j.ygeno.2008.10.009. Epub 2008 Dec 5.,Genomics.  2009,PubMed,citation,PMID:19041391,pubmed,19041391,create date:2008/12/02 | first author:Schattner P
The intestinal stem cell niche: a computational tissue approach.,/pubmed/24849236,"Buske P, Przybilla J, Loeffler M, Galle J.",Biochem Soc Trans. 2014 Jun;42(3):671-7. doi: 10.1042/BST20140015.,Biochem Soc Trans.  2014,PubMed,citation,PMID:24849236,pubmed,24849236,create date:2014/05/23 | first author:Buske P
Fold change rank ordering statistics: a new method for detecting differentially expressed genes.,/pubmed/24423217,"Dembélé D, Kastner P.",BMC Bioinformatics. 2014 Jan 15;15:14. doi: 10.1186/1471-2105-15-14.,BMC Bioinformatics.  2014,PubMed,citation,PMID:24423217 | PMCID:PMC3899927,pubmed,24423217,create date:2014/01/16 | first author:Dembélé D
Regulating the regulators: modulators of transcription factor activity.,/pubmed/20827600,"Everett L, Hansen M, Hannenhalli S.",Methods Mol Biol. 2010;674:297-312. doi: 10.1007/978-1-60761-854-6_19.,Methods Mol Biol.  2010,PubMed,citation,PMID:20827600,pubmed,20827600,create date:2010/09/10 | first author:Everett L
A systems biology approach for detecting toxicity-related hotspots inside protein interaction networks.,/pubmed/21976381,"Desai K, Brott D, Hu X, Christianson A.",J Bioinform Comput Biol. 2011 Oct;9(5):647-62.,J Bioinform Comput Biol.  2011,PubMed,citation,PMID:21976381,pubmed,21976381,create date:2011/10/07 | first author:Desai K
A Perl procedure for protein identification by Peptide Mass Fingerprinting.,/pubmed/19828071,"Tiengo A, Barbarini N, Troiani S, Rusconi L, Magni P.",BMC Bioinformatics. 2009 Oct 15;10 Suppl 12:S11. doi: 10.1186/1471-2105-10-S12-S11.,BMC Bioinformatics.  2009,PubMed,citation,PMID:19828071 | PMCID:PMC2762060,pubmed,19828071,create date:2009/10/27 | first author:Tiengo A
RegPrecise: a database of curated genomic inferences of transcriptional regulatory interactions in prokaryotes.,/pubmed/19884135,"Novichkov PS, Laikova ON, Novichkova ES, Gelfand MS, Arkin AP, Dubchak I, Rodionov DA.",Nucleic Acids Res. 2010 Jan;38(Database issue):D111-8. doi: 10.1093/nar/gkp894. Epub 2009 Nov 1.,Nucleic Acids Res.  2010,PubMed,citation,PMID:19884135 | PMCID:PMC2808921,pubmed,19884135,create date:2009/11/04 | first author:Novichkov PS
"Congruence of tissue expression profiles from Gene Expression Atlas, SAGEmap and TissueInfo databases.",/pubmed/12885301,"Huminiecki L, Lloyd AT, Wolfe KH.",BMC Genomics. 2003 Jul 29;4(1):31.,BMC Genomics.  2003,PubMed,citation,PMID:12885301 | PMCID:PMC183867,pubmed,12885301,create date:2003/07/30 | first author:Huminiecki L
Scalable programming and algorithms for data-intensive life science applications.,/pubmed/21476848,Qiu J.,OMICS. 2011 Apr;15(4):235-7. doi: 10.1089/omi.2011.0014. No abstract available. ,OMICS.  2011,PubMed,citation,PMID:21476848,pubmed,21476848,create date:2011/04/12 | first author:Qiu J
A two-way bioinformatic street.,/pubmed/15567816,Eiden LE.,Science. 2004 Nov 26;306(5701):1437. No abstract available. ,Science.  2004,PubMed,citation,PMID:15567816,pubmed,15567816,create date:2004/11/30 | first author:Eiden LE
A computational algebra approach to the reverse engineering of gene regulatory networks.,/pubmed/15246788,"Laubenbacher R, Stigler B.",J Theor Biol. 2004 Aug 21;229(4):523-37.,J Theor Biol.  2004,PubMed,citation,PMID:15246788,pubmed,15246788,create date:2004/07/13 | first author:Laubenbacher R
Subproteomic tools to increase genome annotation complexity.,/pubmed/18814329,"Wei C, Peng J, Xiong Z, Yang J, Wang J, Jin Q.",Proteomics. 2008 Oct;8(20):4209-13. doi: 10.1002/pmic.200800226.,Proteomics.  2008,PubMed,citation,PMID:18814329,pubmed,18814329,create date:2008/09/25 | first author:Wei C
Genetic Interaction Motif Finding by expectation maximization--a novel statistical model for inferring gene modules from synthetic lethality.,/pubmed/16332255,"Qi Y, Ye P, Bader JS.",BMC Bioinformatics. 2005 Dec 6;6:288.,BMC Bioinformatics.  2005,PubMed,citation,PMID:16332255 | PMCID:PMC1334220,pubmed,16332255,create date:2005/12/08 | first author:Qi Y
Integrative analysis of many RNA-seq datasets to study alternative splicing.,/pubmed/24583115,"Li W, Dai C, Kang S, Zhou XJ.",Methods. 2014 Jun 1;67(3):313-24. doi: 10.1016/j.ymeth.2014.02.024. Epub 2014 Feb 28.,Methods.  2014,PubMed,citation,PMID:24583115 | PMCID:PMC4120771,pubmed,24583115,create date:2014/03/04 | first author:Li W
Sma3s: a three-step modular annotator for large sequence datasets.,/pubmed/24501397,"Muñoz-Mérida A, Viguera E, Claros MG, Trelles O, Pérez-Pulido AJ.",DNA Res. 2014 Aug;21(4):341-53. doi: 10.1093/dnares/dsu001. Epub 2014 Feb 5.,DNA Res.  2014,PubMed,citation,PMID:24501397 | PMCID:PMC4131829,pubmed,24501397,create date:2014/02/07 | first author:Muñoz-Mérida A
Renewed interest in cancer immunotherapy with the tumor necrosis factor superfamily molecules.,/pubmed/16187084,"Tamada K, Chen L.",Cancer Immunol Immunother. 2006 Apr;55(4):355-62. Epub 2005 Sep 27. Review.,Cancer Immunol Immunother.  2006,PubMed,citation,PMID:16187084,pubmed,16187084,create date:2005/09/28 | first author:Tamada K
Cardiovascular GO annotation initiative year 1 report: why cardiovascular GO?,/pubmed/18491309,"Lovering RC, Dimmer E, Khodiyar VK, Barrell DG, Scambler P, Hubank M, Apweiler R, Talmud PJ.",Proteomics. 2008 May;8(10):1950-3. doi: 10.1002/pmic.200800078.,Proteomics.  2008,PubMed,citation,PMID:18491309,pubmed,18491309,create date:2008/05/21 | first author:Lovering RC
HOMSTRAD: adding sequence information to structure-based alignments of homologous protein families.,/pubmed/11524380,"de Bakker PI, Bateman A, Burke DF, Miguel RN, Mizuguchi K, Shi J, Shirai H, Blundell TL.",Bioinformatics. 2001 Aug;17(8):748-9.,Bioinformatics.  2001,PubMed,citation,PMID:11524380,pubmed,11524380,create date:2001/08/29 | first author:de Bakker PI
PAL: an object-oriented programming library for molecular evolution and phylogenetics.,/pubmed/11448888,"Drummond A, Strimmer K.",Bioinformatics. 2001 Jul;17(7):662-3.,Bioinformatics.  2001,PubMed,citation,PMID:11448888,pubmed,11448888,create date:2001/07/13 | first author:Drummond A
A graph layout algorithm for drawing metabolic pathways.,/pubmed/11331241,"Becker MY, Rojas I.",Bioinformatics. 2001 May;17(5):461-7.,Bioinformatics.  2001,PubMed,citation,PMID:11331241,pubmed,11331241,create date:2001/05/02 | first author:Becker MY
Bio-image informatics.,/pubmed/22466635,"Liu T, Long F.",Int J Comput Biol Drug Des. 2012;5(1):1-2. doi: 10.1504/IJCBDD.2012. Epub 2012 Mar 21. No abstract available. ,Int J Comput Biol Drug Des.  2012,PubMed,citation,PMID:22466635,pubmed,22466635,create date:2012/04/03 | first author:Liu T
Boosting with stumps for predicting transcription start sites.,/pubmed/17274821,"Zhao X, Xuan Z, Zhang MQ.",Genome Biol. 2007;8(2):R17.,Genome Biol.  2007,PubMed,citation,PMID:17274821 | PMCID:PMC1852414,pubmed,17274821,create date:2007/02/06 | first author:Zhao X
Modelling gene networks at different organisational levels.,/pubmed/15763564,"Schlitt T, Brazma A.",FEBS Lett. 2005 Mar 21;579(8):1859-66. Review.,FEBS Lett.  2005,PubMed,citation,PMID:15763564,pubmed,15763564,create date:2005/03/15 | first author:Schlitt T
cisRED: a database system for genome-scale computational discovery of regulatory elements.,/pubmed/16381958,"Robertson G, Bilenky M, Lin K, He A, Yuen W, Dagpinar M, Varhol R, Teague K, Griffith OL, Zhang X, Pan Y, Hassel M, Sleumer MC, Pan W, Pleasance ED, Chuang M, Hao H, Li YY, Robertson N, Fjell C, Li B, Montgomery SB, et al.",Nucleic Acids Res. 2006 Jan 1;34(Database issue):D68-73.,Nucleic Acids Res.  2006,PubMed,citation,PMID:16381958 | PMCID:PMC1347438,pubmed,16381958,create date:2005/12/31 | first author:Robertson G
RegScan: a GWAS tool for quick estimation of allele effects on continuous traits and their combinations.,/pubmed/24008273,"Haller T, Kals M, Esko T, Mägi R, Fischer K.",Brief Bioinform. 2015 Jan;16(1):39-44. doi: 10.1093/bib/bbt066. Epub 2013 Sep 5.,Brief Bioinform.  2015,PubMed,citation,PMID:24008273 | PMCID:PMC4293375,pubmed,24008273,create date:2013/09/07 | first author:Haller T
Theoretical modeling techniques and their impact on tumor immunology.,/pubmed/21234354,"Woelke AL, Murgueitio MS, Preissner R.",Clin Dev Immunol. 2010;2010:271794. doi: 10.1155/2010/271794. Epub 2010 Dec 23. Review.,Clin Dev Immunol.  2010,PubMed,citation,PMID:21234354 | PMCID:PMC3018070,pubmed,21234354,create date:2011/01/15 | first author:Woelke AL
Augmented annotation and orthologue analysis for Oryctolagus cuniculus: Better Bunny.,/pubmed/22568790,"Craig DB, Kannan S, Dombkowski AA.",BMC Bioinformatics. 2012 May 8;13:84. doi: 10.1186/1471-2105-13-84.,BMC Bioinformatics.  2012,PubMed,citation,PMID:22568790 | PMCID:PMC3424829,pubmed,22568790,create date:2012/05/10 | first author:Craig DB
Coordinated gene networks regulating Arabidopsis plant metabolism in response to various stresses and nutritional cues.,/pubmed/21487096,"Less H, Angelovici R, Tzin V, Galili G.",Plant Cell. 2011 Apr;23(4):1264-71. doi: 10.1105/tpc.110.082867. Epub 2011 Apr 12.,Plant Cell.  2011,PubMed,citation,PMID:21487096 | PMCID:PMC3101534,pubmed,21487096,create date:2011/04/14 | first author:Less H
Expression genomics and drug development: towards predictive pharmacology.,/pubmed/15814022,Liu ET.,Brief Funct Genomic Proteomic. 2005 Feb;3(4):303-21. Review.,Brief Funct Genomic Proteomic.  2005,PubMed,citation,PMID:15814022,pubmed,15814022,create date:2005/04/09 | first author:Liu ET
Network-based relating pharmacological and genomic spaces for drug target identification.,/pubmed/20668676,"Zhao S, Li S.",PLoS One. 2010 Jul 26;5(7):e11764. doi: 10.1371/journal.pone.0011764.,PLoS One.  2010,PubMed,citation,PMID:20668676 | PMCID:PMC2909904,pubmed,20668676,create date:2010/07/30 | first author:Zhao S
Predictions of RNA secondary structure by combining homologous sequence information.,/pubmed/19478007,"Hamada M, Sato K, Kiryu H, Mituyama T, Asai K.",Bioinformatics. 2009 Jun 15;25(12):i330-8. doi: 10.1093/bioinformatics/btp228.,Bioinformatics.  2009,PubMed,citation,PMID:19478007 | PMCID:PMC2687982,pubmed,19478007,create date:2009/05/30 | first author:Hamada M
Lexical fields of predictive and personalized medicine.,/pubmed/23740683,"Mathieu T, Bermont L, Boyer JC, Versuyft C, Evrard A, Cuvelier I, Couderc R, Peoc'h K; Working Group of the Société française de biologie clinique (SFBC) “ Pharmacogénétique et médecine predictive”..",Drug Metabol Drug Interact. 2013;28(2):125-32. doi: 10.1515/dmdi-2013-0024. Review.,Drug Metabol Drug Interact.  2013,PubMed,citation,PMID:23740683,pubmed,23740683,create date:2013/06/07 | first author:Mathieu T
